delta_ms
17.05
17.05
-107.95
-232.95
199.33
74.33
-50.67
-13.13
1.19
-30.93
-16.61
-141.61
81.69
-43.31
-52.21
-61.11
-0.35
-9.25
-134.25
42.61
42.61
80.15
-44.85
-76.97
123.11
-1.89
12.43
3.53
41.07
55.39
-69.61
107.24
-17.76
-3.44
-12.34
-12.34
25.2
39.52
-85.48
91.38
-33.62
-19.3
-51.42
9.34
0.44
-124.56
52.3
43.4
80.94
-44.06
132.8
7.8
-1.1
13.22
13.22
73.98
41.86
-83.14
116.94
-8.06
-16.96
-2.64
-127.64
72.44
-52.56
-38.24
-23.92
-9.6
4.72
4.72
-120.28
56.58
47.68
62.0
-63.0
-25.46
-34.37
-159.37
40.71
55.03
69.35
-55.65
-64.55
-50.23
-35.91
1.63
-7.27
30.27
30.27
-94.73
82.13
-42.87
-51.77
-14.23
-23.13
14.41
-110.59
66.27
-58.73
-44.41
-53.31
7.45
21.77
21.77
12.87
27.19
64.73
-60.27
-45.95
107.69
-17.31
20.23
34.55
48.87
63.19
-61.81
91.83
-33.17
-18.85
-27.76
33.0
47.32
47.32
38.42
75.96
-49.04
-34.72
-20.4
133.24
8.24
22.56
36.88
74.42
-50.58
-36.26
140.6
15.6
15.6
49.66
49.66
-37.8
14.06
14.06
-96.62
-96.62
71.34
-39.34
-10.7
-10.7
41.16
41.16
-46.3
-46.3
5.56
-151.56
-151.56
16.39
16.39
-71.07
9.43
9.43
38.07
-211.93
-211.93
147.21
147.21
-102.79
-102.79
-74.15
-45.51
29.57
29.57
-95.43
58.21
58.21
40.41
40.41
-209.59
-209.59
245.91
120.91
120.91
-129.09
-129.09
-77.23
-77.23
3.27
3.27
-246.73
83.76
83.76
112.4
-137.6
-137.6
169.68
169.68
-80.32
-28.46
23.4
23.4
52.04
52.04
80.68
80.68
132.54
-117.46
-117.46
-88.82
-88.82
-60.18
20.32
20.32
48.96
77.6
77.6
83.02
111.66
111.66
47.41
47.41
-63.27
-11.41
-5.99
-5.99
101.21
-23.79
-23.79
74.51
74.51
103.15
103.15
-21.85
131.79
131.79
-118.21
-118.21
-66.35
-66.35
-84.15
-84.15
158.89
33.89
71.43
-53.57
100.07
-24.93
128.71
128.71
3.71
-121.29
32.35
-92.65
107.43
-17.57
112.85
-12.15
-12.15
118.27
-6.73
-6.73
-131.73
184.44
59.44
-65.56
-28.02
148.84
148.84
23.84
-101.16
52.48
-72.52
57.9
-67.1
-6.34
31.2
31.2
-93.8
36.62
-88.38
65.26
-59.74
117.12
-7.88
-132.88
-132.88
20.76
-104.24
49.4
40.5
54.82
-70.18
129.9
4.9
-4.0
-4.0
10.32
10.32
24.64
38.96
38.96
-86.04
114.04
-10.96
-10.96
3.36
3.36
17.68
8.78
8.78
69.54
-55.46
-41.15
-50.05
-35.73
1.81
1.81
7.23
59.09
59.09
-28.37
162.81
162.81
5.69
5.69
34.33
-29.91
-15.59
-1.27
-1.27
4.15
32.79
32.79
