delta_ms
-71.65
-71.65
179.16
-43.73
-43.73
118.85
63.13
7.4
7.4
-52.95
235.0
12.1
12.1
244.34
105.03
49.31
-6.42
-6.42
197.95
-24.94
-24.94
198.01
114.43
58.7
2.98
2.98
-103.81
207.35
-15.54
-15.54
-238.44
142.39
-80.5
-80.5
137.3
-86.08
-54.04
-54.04
-8.48
107.33
51.49
-4.36
-4.36
-65.2
-9.94
22.1
22.1
190.6
96.37
2.13
2.13
-59.28
-59.28
3.82
3.82
244.05
164.29
84.53
4.77
4.77
-12.99
131.79
-94.95
-94.95
-55.69
104.45
47.77
-8.92
-8.92
-3.46
2.0
-38.99
-38.99
5.4
75.82
-19.84
0.61
0.61
-47.28
10.05
10.05
-37.84
-3.73
-3.73
134.15
-87.17
-87.17
39.82
-18.95
-54.51
-54.51
-44.3
221.33
-0.66
-0.66
-0.66
217.26
123.61
29.96
29.96
-99.16
120.03
-101.96
-101.96
-101.96
-9.23
-9.23
-10.65
-10.65
-3.09
-3.09
-3.09
-3.55
90.31
21.14
-48.03
-0.61
0.37
69.65
-0.4
-70.44
22.05
-48.38
-25.93
-25.93
-28.83
-28.83
-28.83
-31.74
-31.74
152.57
11.79
11.79
11.79
80.0
-60.78
-60.78
146.75
5.98
5.98
5.98
-134.8
3.07
3.07
-135.25
5.06
5.06
5.06
122.16
-16.16
-16.16
124.16
-14.17
-14.17
-14.17
10.05
-128.27
-128.27
81.7
-56.62
-56.62
-56.62
59.04
-80.72
-80.72
127.82
-11.94
-11.94
-11.94
80.5
-59.26
-59.26
79.62
-60.14
-60.14
-60.14
-62.26
-62.26
5.28
5.28
5.28
97.1
-43.28
-43.28
141.42
1.04
1.04
1.04
139.3
-1.08
-1.08
137.18
-3.2
-3.2
-3.2
111.84
-28.54
-28.54
16.84
16.84
-53.88
-53.88
86.45
-51.87
-51.87
-26.64
-26.64
136.91
-1.41
-1.41
0.6
-137.71
2.61
2.61
-65.04
-65.04
75.28
-63.03
-63.03
4.38
4.38
-41.15
-39.8
7.09
7.09
-38.45
-38.45
-60.76
-60.76
-13.42
79.91
10.7
10.7
-34.84
-34.84
12.51
12.51
59.85
-9.36
14.31
14.31
-8.0
-8.0
-53.54
-53.54
17.02
-52.19
-5.3
-5.3
-27.61
-27.61
-50.6
-50.6
135.4
65.86
-3.68
-3.68
135.87
135.87
-3.21
-3.21
-26.19
90.03
20.49
20.49
-118.6
-118.6
20.96
20.96
-118.12
90.98
21.44
21.44
21.67
21.67
-24.53
-24.53
91.81
91.81
-47.28
138.72
138.72
-1.35
67.18
-2.86
-2.86
-142.93
-142.93
18.86
18.86
18.1
-51.93
17.35
17.35
-6.62
-6.62
15.84
15.84
38.31
-31.73
14.34
14.34
-125.74
-125.74
-10.39
-10.39
-11.14
-11.14
11.32
-12.65
-12.65
-10.78
-10.78
59.82
-78.56
-78.56
-7.03
63.57
-74.82
-74.82
-55.13
-33.68
81.54
10.99
-37.22
-38.98
-40.75
3.92
3.92
139.32
-1.3
-1.3
-141.93
19.3
16.69
-9.14
128.87
-11.75
-11.75
127.78
-11.32
12.33
-10.46
-33.47
-10.04
-10.04
-33.04
-32.83
14.04
-8.75
-31.75
-31.54
-31.54
-31.33
-7.89
15.54
-123.56
-30.25
62.84
-76.26
-76.26
-29.91
-6.79
-6.97
-30.37
132.08
-7.33
-7.33
-7.42
15.71
-30.91
-7.87
38.48
-8.05
-8.05
-31.36
14.99
-8.41
-8.41
-16.35
-16.35
-16.04
54.09
-15.42
-15.42
-61.55
-61.55
-61.24
-61.24
148.05
78.54
9.04
9.04
102.23
102.23
-37.31
-37.31
8.92
-60.85
8.7
8.7
-14.73
-14.73
8.27
8.27
77.72
7.95
7.84
7.84
-38.81
-38.81
-38.67
-38.67
77.57
7.98
8.05
8.05
124.29
124.29
-14.88
-14.88
78.14
8.55
8.62
8.62
-37.68
-37.68
-38.16
-38.16
77.46
7.56
7.32
7.32
-16.37
-16.37
-40.07
-40.07
29.11
29.11
-17.81
121.03
121.03
-17.75
-16.94
6.55
6.55
-39.36
-39.36
7.62
7.62
8.16
-61.23
8.7
8.7
-13.99
-13.99
9.77
9.77
10.31
-59.08
34.07
34.07
34.61
34.61
-11.3
-11.3
128.56
128.56
-10.22
-149.0
-149.0
-9.07
-9.07
60.89
-78.12
-78.12
-54.3
85.33
-53.69
-53.69
-53.08
-29.55
63.48
-6.03
-5.72
-5.42
-28.33
-51.25
-51.25
-53.03
-53.03
-53.03
-78.03
-78.03
106.83
-33.38
-33.38
-33.38
35.39
-104.82
-104.82
149.71
9.49
9.49
9.49
-130.72
7.71
7.71
-131.78
7.36
7.36
7.36
-132.13
7.02
7.02
-132.48
6.67
6.67
6.67
-132.82
6.32
6.32
99.03
-40.46
-40.46
-40.46
75.15
-64.66
-64.66
74.17
-65.64
-65.64
-65.64
96.4
-43.41
-43.41
118.64
-21.17
-21.17
-21.17
-22.15
-22.15
22.09
22.09
22.09
19.89
19.89
-120.53
17.69
17.69
17.69
39.81
-100.61
-100.61
153.71
13.29
13.29
13.29
-125.6
176.69
176.69
37.81
37.81
-31.42
-31.42
154.77
15.88
15.88
16.3
16.3
-122.81
16.72
16.72
-6.08
133.45
-5.66
-5.66
-5.24
-51.47
64.73
-4.82
-4.61
-27.62
-27.41
-50.42
-50.42
-7.06
-7.06
-10.14
-34.9
10.0
30.14
3.84
3.84
0.76
22.86
-24.69
19.52
-5.92
-5.92
15.07
-9.27
-149.7
-59.05
-14.83
-14.83
29.38
-17.72
-17.72
-17.72
28.06
3.52
26.41
26.09
2.21
1.55
1.55
0.89
-22.66
23.45
-70.09
-23.04
-23.04
-68.88
70.74
-68.27
-21.23
-21.23
-21.23
-1.63
-50.35
-101.94
-153.53
-57.43
16.04
-8.92
129.53
-10.65
-10.65
11.7
-58.83
55.54
30.59
-109.6
5.63
5.63
121.92
-17.21
29.6
6.76
123.04
-16.09
-16.09
146.64
7.51
-38.56
147.58
8.44
-14.59
-14.59
-37.62
-14.21
-60.47
-199.6
-16.57
-64.37
-65.73
-65.73
95.44
-45.24
-24.75
204.4
63.56
-77.28
-77.28
14.08
12.55
-36.93
-36.93
12.64
-136.72
15.78
15.78
-27.52
148.19
-1.17
-1.17
1.35
48.42
-20.61
-19.35
-29.47
-16.36
-26.48
-36.6
-1.13
-35.33
-46.3
-4.39
-4.39
77.27
-67.65
-67.65
-32.43
-49.25
-31.64
-31.64
-0.62
138.79
-8.24
-8.24
-23.66
-70.01
15.16
15.16
-23.47
-46.6
38.57
38.57
-23.29
-23.2
-54.13
-54.13
-43.69
19.58
19.58
-46.03
-46.03
-18.76
-18.76
-8.32
-61.15
-27.49
-57.1
-57.1
143.0
-0.77
-0.77
13.57
93.12
-50.64
-50.64
-36.3
-49.63
-54.07
-54.07
-39.73
86.26
-57.5
-57.5
-19.94
-19.94
-35.87
-64.83
-64.83
-29.87
-23.87
-52.83
-52.83
-41.09
-70.05
-70.05
2.06
2.06
-18.71
-18.71
13.88
6.96
9.41
9.41
136.98
-8.21
-8.21
3.27
32.09
-20.22
-20.22
17.05
-33.97
-19.92
-1.29
-1.29
40.57
-10.46
-15.04
-70.65
-5.57
-5.57
-55.87
102.81
-40.36
-1.64
-5.49
-5.49
-13.2
-24.77
-75.07
-75.07
-14.04
-73.44
-54.54
-54.54
-16.73
-29.69
-80.44
-80.44
-22.88
-22.88
144.73
-0.64
-0.64
10.48
-30.89
-60.16
-60.16
-51.34
-26.49
-10.47
-10.47
-1.65
-23.24
-7.22
-7.22
-21.62
-52.03
-52.03
-39.2
-39.2
-3.34
-3.34
-43.47
58.89
-7.61
-7.61
-47.73
-47.73
-41.41
-41.41
11.35
-55.15
17.67
17.67
-115.33
-115.33
8.65
8.65
39.76
-25.96
24.42
24.42
-107.01
-107.01
16.98
16.98
1.64
-64.08
9.53
9.53
-121.91
-121.91
3.31
3.31
-10.79
63.42
-1.68
-1.68
7.44
7.44
-53.1
-53.1
118.55
118.55
-11.65
-48.97
-48.97
-63.07
-128.17
-193.28
-193.28
206.02
140.92
75.82
10.72
10.72
-54.38
-119.48
70.83
5.73
5.73
10.29
-54.81
65.85
0.75
0.75
-57.81
-17.93
10.84
10.84
-117.37
-117.37
9.83
9.83
20.94
-43.17
8.82
8.82
89.59
89.59
-38.63
-38.63
-4.3
-68.41
6.8
6.8
87.57
87.57
-40.64
-40.64
63.34
-0.77
4.79
-123.43
-123.43
9.9
111.4
-19.3
-19.3
-25.29
-25.29
76.21
-54.5
-54.5
9.18
9.18
-121.52
26.41
-104.29
20.43
-17.4
14.44
14.44
-45.8
-54.89
112.37
112.37
-17.53
-17.53
-54.55
-54.55
47.75
-17.2
-12.49
-12.49
-49.5
-49.5
-40.08
-40.08
62.22
-2.73
1.98
1.98
-11.81
-11.81
-48.83
-48.83
76.69
11.74
16.45
16.45
-113.45
-113.45
-11.14
-11.14
-1.72
-66.67
7.7
7.7
86.78
86.78
-43.11
-43.11
-33.69
-33.69
-1.05
-14.85
-14.85
-29.45
-94.8
72.05
72.05
6.7
-58.65
-124.0
182.17
182.17
116.82
51.47
-13.88
-79.23
-79.23
-144.58
-209.93
212.34
146.99
146.99
15.55
-19.07
8.09
8.09
-30.47
-30.47
-45.81
-45.81
78.17
12.45
16.4
16.4
-22.16
-22.16
-37.91
-37.91
85.66
19.74
23.47
23.47
7.73
7.73
-8.02
-8.02
115.55
115.55
-16.29
-148.14
-148.14
-13.4
-13.4
65.58
-64.42
-64.42
-22.57
-22.57
79.63
-50.37
-50.37
-23.49
-23.49
3.39
3.39
116.46
-25.01
-25.01
-27.16
-27.16
132.12
-10.46
-36.94
-40.2
-40.2
-182.78
139.05
-3.53
-6.79
-6.79
129.27
-13.31
99.53
-43.04
-43.04
116.24
-26.34
-32.86
-32.86
150.01
7.81
-41.52
2.03
2.03
-140.18
19.48
-29.85
-9.52
-9.52
126.91
-15.29
5.04
2.15
2.15
138.58
-3.63
-6.51
-9.4
-9.4
127.52
-14.2
-39.82
-19.0
-19.0
94.7
-47.02
-26.19
-5.37
-5.37
131.55
-10.17
10.65
-14.97
-14.97
145.17
3.45
-22.17
-1.35
-1.35
134.22
-8.86
10.6
-39.6
-39.6
119.19
-23.89
-4.43
-31.41
-31.41
127.38
-15.7
-19.46
-23.22
-23.22
135.57
-7.51
-57.71
-38.25
-38.25
-16.55
-18.07
-19.59
-44.33
-44.33
116.68
-24.16
-25.68
