delta_ms
212.29
212.29
-37.71
153.47
153.47
28.47
-96.53
123.29
123.29
-126.71
127.17
127.17
2.17
-122.83
138.4
13.4
65.26
65.26
-184.74
-184.74
168.98
-81.02
-5.94
-5.94
22.7
-227.3
-227.3
201.5
-48.5
102.45
102.45
-147.55
-147.55
31.25
31.25
-218.75
63.02
-186.98
-186.98
213.17
-36.83
-36.83
-161.83
237.19
-12.81
25.12
-224.88
-224.88
187.76
187.76
145.19
-104.81
-104.81
176.17
-73.83
-73.83
-198.83
46.15
46.15
-203.85
-203.85
173.08
-76.92
-76.92
3.58
3.58
55.44
55.44
-194.56
7.46
-242.54
-242.54
134.4
-115.6
-115.6
91.84
91.84
120.48
-129.52
-129.52
118.93
118.93
-131.07
144.49
-105.51
-105.51
130.57
130.57
-119.43
-119.43
218.07
-31.93
-31.93
-156.93
117.48
117.48
-132.52
249.84
249.84
-0.16
-110.75
73.47
200.41
13.11
34.78
-140.14
219.0
-48.8
-48.8
-48.8
91.32
-158.68
-158.68
29.41
-220.59
-220.59
222.93
-27.07
-27.07
69.73
69.73
168.03
168.03
-81.97
113.08
-136.92
-136.92
145.6
145.6
-104.4
45.76
45.76
-204.24
224.56
-25.44
-25.44
106.92
-143.08
-143.08
58.93
-191.07
-191.07
230.77
-19.23
-19.23
6.37
-243.63
-243.63
128.68
-121.32
-121.32
52.06
52.06
-72.94
-197.94
-5.17
-42.31
172.77
172.77
-77.23
-77.23
247.89
247.89
-2.11
-2.11
82.36
-167.64
63.02
-186.98
27.41
32.83
61.47
43.67
2.65
-15.15
13.49
-97.19
24.33
-86.35
58.39
40.59
46.01
51.43
33.63
62.27
44.47
49.89
32.09
14.29
66.15
71.56
30.54
12.74
87.82
23.58
75.44
104.08
63.06
22.04
50.68
102.54
61.52
43.72
72.36
101.0
83.2
42.18
94.04
6.58
58.44
87.07
115.71
121.13
103.33
131.97
131.97
119.59
119.59
-124.99
-124.99
-124.99
112.63
112.63
112.63
-128.07
-128.07
-128.07
219.48
219.48
-30.52
-30.52
235.78
235.78
-14.22
182.43
-67.57
-67.57
12.93
12.93
-237.07
124.4
124.4
-125.6
169.3
169.3
-80.7
74.13
-175.87
-175.87
49.46
101.32
37.07
112.15
94.35
99.77
105.19
87.39
69.59
98.23
80.43
39.41
91.27
96.69
102.11
-147.89
-96.03
-137.05
30.91
59.55
134.63
70.39
145.46
11.56
156.3
-93.7
-111.5
79.68
131.54
-118.46
-66.6
-84.4
-78.98
135.42
-114.58
-109.16
-57.3
-51.88
-116.12
-87.48
-58.84
-53.42
-53.42
-42.59
-42.59
-31.75
-31.75
-31.75
-45.67
